protein1	protein2	organism1	organism2	org1.taxid	org2.taxid
Q1K9H5	P10599	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q77M19	P10599	Measles virus strain Schwarz	Homo sapiens	132487	9606
F5HAM0	P10606	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
O36551	P10606	Human gammaherpesvirus 8	Homo sapiens	37296	9606
P29991	P10606	Dengue virus 2 16681-PDK53	Homo sapiens	31635	9606
Q05322	P10606	Ebola virus - Mayinga, Zaire, 1976	Homo sapiens	128952	9606
B9UPF3	P10620	Human papillomavirus type 11	Homo sapiens	10580	9606
NP_751923	P10643	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
P03433	P10643	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
Q9WMX2	P10643	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
AP_000107	P10644	Human mastadenovirus A	Homo sapiens	129875	9606
G3CKS7	P10644	Human gammaherpesvirus 4	Homo sapiens	10376	9606
F5HG51	P10809	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
NP_705928	P10809	Human immunodeficiency virus 1	Homo sapiens	11676	9606
NP_751919	P10809	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
O92835	P10809	Dengue virus 2	Homo sapiens	11060	9606
P03427	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03430	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03454	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03470	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P05777	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P05780	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P15659	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P15682	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P69723	P10809	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
Q1HVI8	P10809	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q1K9H5	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q20MH0	P10809	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q69027	P10809	Hepatitis B virus C/ayr human/Japan/Okamoto	Homo sapiens	928302	9606
Q89268	P10809	Adeno-associated virus 2 Srivastava/1982	Homo sapiens	648242	9606
Q8AZK7	P10809	Human herpesvirus 4 strain B95-8	Homo sapiens	10377	9606
Q9WMX2	P10809	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
YP_009227202	P10809	Zika virus	Homo sapiens	64320	9606
B9UPF3	P10909	Human papillomavirus type 11	Homo sapiens	10580	9606
F5H9F9	P10909	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
NP_739584	P10909	Dengue virus 2	Homo sapiens	11060	9606
P03468	P10909	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P06460	P10909	Human papillomavirus type 6b	Homo sapiens	10600	9606
P06792	P10909	Human papillomavirus type 18	Homo sapiens	333761	9606
P06821	P10909	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P0C737	P10909	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CK57	P10909	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P36827	P10909	Human papillomavirus type 32	Homo sapiens	333763	9606
Q1HVI8	P10909	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q8JSN5	P10911	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
P03129	P10914	Human papillomavirus type 16	Homo sapiens	333760	9606
P04020	P10914	Human papillomavirus type 11	Homo sapiens	10580	9606
P06430	P10914	Human papillomavirus type 8	Homo sapiens	10579	9606
A0A097PIH4	P11021	Dengue virus 1	Homo sapiens	11053	9606
NP_040313	P11021	Alphapapillomavirus 7	Homo sapiens	337042	9606
NP_597740	P11021	Mupapillomavirus 1	Homo sapiens	334203	9606
NP_739583	P11021	Dengue virus 2	Homo sapiens	11060	9606
NP_751920	P11021	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_751921	P11021	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
O09234	P11021	Dengue virus 2 Thailand/16681/84	Homo sapiens	31634	9606
O09720	P11021	Human respiratory syncytial virus S2	Homo sapiens	410078	9606
O41957	P11021	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
P03120	P11021	Human papillomavirus type 16	Homo sapiens	333760	9606
P03129	P11021	Human papillomavirus type 16	Homo sapiens	333760	9606
P03317	P11021	Sindbis virus	Homo sapiens	11034	9606
P03427	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03430	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03454	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03470	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P04578	P11021	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
P04608	P11021	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
P05777	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P05780	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P06422	P11021	Human papillomavirus type 8	Homo sapiens	10579	9606
P06423	P11021	Human papillomavirus type 33	Homo sapiens	10586	9606
P06428	P11021	Human papillomavirus type 8	Homo sapiens	10579	9606
P06463	P11021	Human papillomavirus type 18	Homo sapiens	333761	9606
P06921	P11021	Human papillomavirus 5	Homo sapiens	333923	9606
P06930	P11021	Human papillomavirus 5	Homo sapiens	333923	9606
P15659	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P15682	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P24830	P11021	Human papillomavirus type 39	Homo sapiens	10588	9606
P27915	P11021	Dengue virus 3 Philippines/H87/1956	Homo sapiens	408870	9606
P36778	P11021	Human papillomavirus 3	Homo sapiens	10614	9606
P36780	P11021	Human papillomavirus 9	Homo sapiens	10621	9606
P36801	P11021	Human papillomavirus 9	Homo sapiens	10621	9606
Q1HVI8	P11021	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q6SVZ5	P11021	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
Q76R62	P11021	Hepatitis B virus C/ayr human/Japan/Okamoto	Homo sapiens	928302	9606
Q77M19	P11021	Measles virus strain Schwarz	Homo sapiens	132487	9606
Q786F3	P11021	Measles virus strain Ichinose-B95a	Homo sapiens	645098	9606
Q89027	P11021	Vesicular stomatitis virus	Homo sapiens	11276	9606
Q89733	P11021	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q89933	P11021	Measles virus strain Edmonston-B	Homo sapiens	70146	9606
Q8AZK7	P11021	Human herpesvirus 4 strain B95-8	Homo sapiens	10377	9606
Q9WMX2	P11021	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
V9LLT8	P11117	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
A0A159DRT2	P11142	Human papillomavirus type 16	Homo sapiens	333760	9606
O92835	P11142	Dengue virus 2	Homo sapiens	11060	9606
P03129	P11142	Human papillomavirus type 16	Homo sapiens	333760	9606
P03430	P11142	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P04608	P11142	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
P69723	P11142	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
Q05322	P11142	Ebola virus - Mayinga, Zaire, 1976	Homo sapiens	128952	9606
Q89268	P11142	Adeno-associated virus 2 Srivastava/1982	Homo sapiens	648242	9606
Q8JSN5	P11142	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
P11158	A0A0U1RRM6	Vaccinia virus WR	Homo sapiens	10254	9606
P11158	P11158	Vaccinia virus WR	Vaccinia virus WR	10254	10254
P11158	P78344	Vaccinia virus WR	Homo sapiens	10254	9606
P11158	Q13753	Vaccinia virus WR	Homo sapiens	10254	9606
P04608	P11161	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
A0A024B7W1	P11166	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
B9UPF3	P11166	Human papillomavirus type 11	Homo sapiens	10580	9606
O56232	P11166	Bovine leukemia virus	Homo sapiens	11901	9606
P06460	P11166	Human papillomavirus type 6b	Homo sapiens	10600	9606
P06461	P11166	Human papillomavirus type 6b	Homo sapiens	10600	9606
P06792	P11166	Human papillomavirus type 18	Homo sapiens	333761	9606
P06927	P11166	Human papillomavirus type 16	Homo sapiens	333760	9606
P0CK50	P11166	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CK57	P11166	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q6J8G2	P11166	Hepatitis E virus swine/g3/United States/swUS1	Homo sapiens	512345	9606
Q77M19	P11166	Measles virus strain Schwarz	Homo sapiens	132487	9606
Q9WC28	P11166	Hepatitis E virus human/g1/India/Hyderabad	Homo sapiens	512346	9606
Q9QR71	P11171	Human herpesvirus 8 strain GK18	Homo sapiens	868565	9606
YP_009227202	P11172	Zika virus	Homo sapiens	64320	9606
YP_009227200	P11182	Zika virus	Homo sapiens	64320	9606
P11213	P06747	Rabies virus strain Pasteur vaccin	Rabies virus strain Pasteur vaccin	103929	103929
P11224	P03415	Murine hepatitis virus strain A59	Murine hepatitis virus strain A59	11142	11142
P11258	P19013	Vaccinia virus WR	Homo sapiens	10254	9606
P11258	Q6ZN40	Vaccinia virus WR	Homo sapiens	10254	9606
P11258	Q9UH99	Vaccinia virus WR	Homo sapiens	10254	9606
A0A024B7W1	P11274	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
H9XIJ5	P11274	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
Q32ZE1	P11274	Zika virus	Homo sapiens	64320	9606
Q77M19	P11279	Measles virus strain Schwarz	Homo sapiens	132487	9606
P04020	P11308	Human papillomavirus type 11	Homo sapiens	10580	9606
P06429	P11308	Human papillomavirus type 33	Homo sapiens	10586	9606
P06430	P11308	Human papillomavirus type 8	Homo sapiens	10579	9606
P06932	P11308	Human papillomavirus 5	Homo sapiens	333923	9606
O41949	P11310	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
P05777	P11310	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
F5H9Z4	P11362	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
NP_043127	P11387	Macaca mulatta polyomavirus 1	Homo sapiens	1891767	9606
P03428	P11413	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03431	P11413	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03468	P11413	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03496	P11413	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03508	P11413	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
YP_009227199	P11413	Zika virus	Homo sapiens	64320	9606
YP_009227202	P11413	Zika virus	Homo sapiens	64320	9606
YP_009227205	P11413	Zika virus	Homo sapiens	64320	9606
G3CKS7	P11441	Human gammaherpesvirus 4	Homo sapiens	10376	9606
Q1K9H5	P11441	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
YP_009227197	P11441	Zika virus	Homo sapiens	64320	9606
YP_009227198	P11441	Zika virus	Homo sapiens	64320	9606
YP_009227200	P11441	Zika virus	Homo sapiens	64320	9606
YP_009227201	P11441	Zika virus	Homo sapiens	64320	9606
YP_009227203	P11441	Zika virus	Homo sapiens	64320	9606
YP_009227204	P11441	Zika virus	Homo sapiens	64320	9606
P06921	P11474	Human papillomavirus 5	Homo sapiens	333923	9606
P24830	P11474	Human papillomavirus type 39	Homo sapiens	10588	9606
P36780	P11474	Human papillomavirus 9	Homo sapiens	10621	9606
P06821	P11586	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P29990	P11586	Dengue virus 2 Thailand/16681/84	Homo sapiens	31634	9606
Q1K9H5	P11586	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q9WMX2	P11586	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
P11690	P11690	Tomato bushy stunt virus (STRAIN CHERRY)	Tomato bushy stunt virus (STRAIN CHERRY)	12147	12147
B8ZX49	P11717	Merkel cell polyomavirus	Homo sapiens	493803	9606
B9UPF3	P11717	Human papillomavirus type 11	Homo sapiens	10580	9606
G3CKS7	P11717	Human gammaherpesvirus 4	Homo sapiens	10376	9606
Q1K9H5	P11717	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
YP_009227196	P11717	Zika virus	Homo sapiens	64320	9606
YP_009227203	P11717	Zika virus	Homo sapiens	64320	9606
P06428	P11766	Human papillomavirus type 8	Homo sapiens	10579	9606
P03129	P11802	Human papillomavirus type 16	Homo sapiens	333760	9606
P04608	P11802	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
P14079	P11802	Human T-cell lymphotrophic virus type 1 (Caribbean isolate)	Homo sapiens	11927	9606
P03087	P11836	Macaca mulatta polyomavirus 1	Homo sapiens	1891767	9606
A0A218M2D5	P11940	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
NP_705926	P11940	Human immunodeficiency virus 1	Homo sapiens	11676	9606
Q464B3	P11940	Influenza A virus (A/New York/392/2004(H3N2))	Homo sapiens	335341	9606
Q77M19	P11940	Measles virus strain Schwarz	Homo sapiens	132487	9606
Q9E7P0	P11940	Dengue virus 2	Homo sapiens	11060	9606
YP_009227196	P11940	Zika virus	Homo sapiens	64320	9606
B4URE7	P12004	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
H9XIJ5	P12004	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
P88934	P12004	Human herpesvirus 8 type M	Homo sapiens	435895	9606
Q1I2B2	P12004	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q1K9H5	P12004	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q1K9H6	P12004	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q77M19	P12004	Measles virus strain Schwarz	Homo sapiens	132487	9606
A0A0C7TUY8	P12109	Human gammaherpesvirus 4	Homo sapiens	10376	9606
G3CKS7	P12109	Human gammaherpesvirus 4	Homo sapiens	10376	9606
P03070	P12109	Macaca mulatta polyomavirus 1	Homo sapiens	1891767	9606
P06428	P12109	Human papillomavirus type 8	Homo sapiens	10579	9606
P0CK48	P12109	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CK50	P12109	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CK57	P12109	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q69117	P12109	Human gammaherpesvirus 4	Homo sapiens	10376	9606
Q81983	P12109	Human papillomavirus 5	Homo sapiens	333923	9606
Q8JSN5	P12109	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
A0A0C7TUY8	P12110	Human gammaherpesvirus 4	Homo sapiens	10376	9606
P03126	P12110	Human papillomavirus type 16	Homo sapiens	333760	9606
P06463	P12110	Human papillomavirus type 18	Homo sapiens	333761	9606
P0CK57	P12110	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
A0A0C7TUY8	P12111	Human gammaherpesvirus 4	Homo sapiens	10376	9606
P03070	P12111	Macaca mulatta polyomavirus 1	Homo sapiens	1891767	9606
P04305	P12111	Vaccinia virus WR	Homo sapiens	10254	9606
P0CK57	P12111	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q3KSR4	P12111	Human gammaherpesvirus 4	Homo sapiens	10376	9606
A0A288CFT1	P12235	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
B4URE7	P12235	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03317	P12235	Sindbis virus	Homo sapiens	11034	9606
P03452	P12235	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03468	P12235	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03496	P12235	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P29990	P12235	Dengue virus 2 Thailand/16681/84	Homo sapiens	31634	9606
Q77M19	P12235	Measles virus strain Schwarz	Homo sapiens	132487	9606
Q99IB8	P12235	Hepatitis C virus JFH-1	Homo sapiens	356411	9606
B4URE7	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
O92835	P12236	Dengue virus 2	Homo sapiens	11060	9606
P03427	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03428	P12236	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03430	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03431	P12236	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03433	P12236	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03452	P12236	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03454	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03468	P12236	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03470	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03496	P12236	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03508	P12236	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P05777	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P05780	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P09992	P12236	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
P15659	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P15682	P12236	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P29990	P12236	Dengue virus 2 Thailand/16681/84	Homo sapiens	31634	9606
Q1HVI8	P12236	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q77M19	P12236	Measles virus strain Schwarz	Homo sapiens	132487	9606
Q89268	P12236	Adeno-associated virus 2 Srivastava/1982	Homo sapiens	648242	9606
Q8AZK7	P12236	Human herpesvirus 4 strain B95-8	Homo sapiens	10377	9606
P88983	P12259	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
Q99IB8	P12259	Hepatitis C virus JFH-1	Homo sapiens	356411	9606
A0A097PIH4	P12268	Dengue virus 1	Homo sapiens	11053	9606
O09234	P12268	Dengue virus 2 Thailand/16681/84	Homo sapiens	31634	9606
Q77M19	P12268	Measles virus strain Schwarz	Homo sapiens	132487	9606
A0A218M2D5	P12270	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
Q1H8W6	P12270	Chikungunya virus	Homo sapiens	37124	9606
Q8JSN8	P12270	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
Q20MH4	P12273	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
F5HAZ3	P12429	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
P06428	P12429	Human papillomavirus type 8	Homo sapiens	10579	9606
NP_705928	P12532	Human immunodeficiency virus 1	Homo sapiens	11676	9606
YP_009227196	P12532	Zika virus	Homo sapiens	64320	9606
NP_705926	P12814	Human immunodeficiency virus 1	Homo sapiens	11676	9606
NP_751928	P12814	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_803144	P12814	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
O41966	P12814	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
P03203	P12814	Human herpesvirus 4 strain B95-8	Homo sapiens	10377	9606
P03452	P12814	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03454	P12814	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03468	P12814	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03470	P12814	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03508	P12814	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P05777	P12814	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P06930	P12814	Human papillomavirus 5	Homo sapiens	333923	9606
P09992	P12814	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
P0C6N0	P12814	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0C6Z1	P12814	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0C705	P12814	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CAP7	P12814	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CK48	P12814	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P15682	P12814	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P18099	P12814	Human immunodeficiency virus type 2 (ISOLATE BEN)	Homo sapiens	11714	9606
P36778	P12814	Human papillomavirus 3	Homo sapiens	10614	9606
P36780	P12814	Human papillomavirus 9	Homo sapiens	10621	9606
P36791	P12814	Human papillomavirus type 32	Homo sapiens	333763	9606
Q02842	P12814	Simian immunodeficiency virus (isolate AGM / clone GRI-1)	Homo sapiens	31684	9606
Q1HVG4	P12814	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q9WMX2	P12814	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
P12823	P12823	Dengue virus 2 Puerto Rico/PR159-S1/1969	Dengue virus 2 Puerto Rico/PR159-S1/1969	11066	11066
P12827	P41430	Autographa californica nucleopolyhedrovirus	Autographa californica nucleopolyhedrovirus	46015	46015
Q6SW46	P12830	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
P12848	A0A5H1ZRR8	Vaccinia virus WR	Homo sapiens	10254	9606
P12848	P11158	Vaccinia virus WR	Vaccinia virus WR	10254	10254
P12848	P12848	Vaccinia virus WR	Vaccinia virus WR	10254	10254
P12848	Q6P5S2	Vaccinia virus WR	Homo sapiens	10254	9606
P12848	Q96DA0	Vaccinia virus WR	Homo sapiens	10254	9606
P12848	Q9P0K7	Vaccinia virus WR	Homo sapiens	10254	9606
P12923	P12923	Vaccinia virus WR	Vaccinia virus WR	10254	10254
NP_751927	P12931	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
